ID_UBICACIO,DS_UBICACIO,ID_TIPUS_DEPENDENCIA,ID_EDIFICI,QL_PORTA,IND_METRES,ID_SN_BAIXA
B3/190,Despatx professorat,10,B,B3/190    ,14.0,N
B3B/071B,Despatx professorat,10,B,B3B/071B  ,15.0,N
B3BIS/157,Despatx professorat,10,B,B3BIS/157 ,16.0,N
C2/110,Despatx professorat,10,C,C2/110    ,13.0,N
C2/132,Despatx professorat,10,C,C2/132    ,25.0,N
C2/136,Despatx professorat,10,C,C2/136    ,27.0,N
C2/166,Despatx professorat,10,C,C2/166    ,19.0,N
C2/184,Despatx professorat,10,C,C2/184    ,19.0,N
C2/196,Despatx professorat,10,C,C2/196    ,19.0,N
C2/210,Despatx professorat,10,C,C2/210    ,14.0,N
G5/126,Despatx professorat,10,G,G5/126    ,21.0,N
G5/127,Despatx professorat,10,G,G5/127    ,21.0,N
G5/136,Despatx professorat,10,G,G5/136    ,21.0,N
G5/138,Despatx professorat,10,G,G5/138    ,21.0,N
G5/142,Despatx professorat,10,G,G5/142    ,21.0,N
G6/164,Despatx professorat,10,G,G6/164    ,28.0,N
G6/167,Despatx professorat,10,G,G6/167    ,18.0,N
G6/168,Despatx professorat,10,G,G6/168    ,18.0,N
G6/244,Despatx professorat,10,G,G6/244    ,18.0,N
G6/256,Despatx professorat,10,G,G6/256    ,18.0,N
B1/1114,Despatx 21,10,B,B1/1114   ,19.0,N
B1/1094,Despatx 29,10,B,B1/1094   ,19.0,N
GL/305-1,Despatx 3r cicle Ped. Aplicada,10,G,GL/305-1  ,42.0,N
C5/149,Despatx 6,10,C,C5/149    ,15.0,N
B1/1064,Despatx 7,10,B,B1/1064   ,19.0,N
C5/147,Despatx 7,10,C,C5/147    ,10.0,N
M0/230,Despatx Administrador/a,10,M,M0/230    ,47.0,S
M0/209,Despatx Administrador/a centre,10,M,M0/209    ,47.0,N
C0/027,Despatx Administradora,16,C,C0/027    ,29.0,N
V0/326,Despatx Agricultura,10,V,V0/326    ,18.0,N
B9/223,Despatx Antropologia,10,B,B9/223    ,25.0,N
I/0045,Despatx Cièn. Pol. Dret Públic,10,I,I/0045    ,28.0,N
S/219,Despatx Comptabilitat,10,S,S/219     ,16.0,N
C1/027,Despatx Consell d'Estudiants,10,C,C1/027    ,25.0,N
G6/214,Despatx Cultura de la Pau,10,G,G6/214    ,26.0,S
S/222,Despatx Economia Aplicada,10,S,S/222     ,17.0,N
S/211,Despatx Economia de l'Empresa,10,S,S/211     ,19.0,N
S/261,Despatx Eng.Inf. i Comunicació,10,S,S/261     ,19.0,N
I0/123,Despatx Filologia Castellana,10,I,I0/123    ,27.0,N
V0/023,Despatx H/Ap,10,V,V0/023    ,23.0,N
C5/110,Despatx ICREA,10,C,C5/110    ,20.0,N
A/-133.1,Despatx IDES,10,A,A/-133.1  ,22.0,N
A/-133.3,Despatx IDES,10,A,A/-133.3  ,17.0,N
A/0067,Despatx IDES,10,A,A/0067    ,23.0,N
B3B/-117.1,Despatx ISOR,10,B,B3B/-117.1,25.0,N
MRA/205,Despatx Inst.d'Estudis Metrops,12,MRA,MRA/205   ,34.0,N
MRA/220,Despatx Inst.d'Estudis Metrops,12,MRA,MRA/220   ,11.0,N
A/0064,Despatx Junta PAS Laboral,10,A,A/0064    ,12.0,N
I/0026,Despatx Laprec i Mim,10,I,I/0026    ,24.0,N
V0/233,Despatx Malalties Infeccioses,10,V,V0/233    ,33.0,N
I/0042,Despatx Migracom,10,I,I/0042    ,35.0,N
MRA/116,"Despatx Música, arts i pau",10,MRA,MRA/116   ,16.0,N
V0/301,Despatx Nutrició,10,V,V0/301    ,27.0,N
MRA/121,Despatx PCCP,10,MRA,MRA/121   ,38.0,N
V0/319,Despatx Patologia General,10,V,V0/319    ,21.0,N
GA/125,Despatx Pedagogia Terapèutica,10,G,GA/125    ,18.0,N
I/0019,Despatx Periodisme,10,I,I/0019    ,23.0,N
B0/-316,Informàtica,31,B,B0/-316   ,16.0,N
B9/0072,Instal.lacions,36,B,B9/0072   ,8.0,N
S/244,Lab Visió (G),21,S,S/244     ,71.0,N
V0/007,Lab. H/AP Recerca i Docència,21,V,V0/007    ,56.0,N
H/520,Lab. de control de qualitat,20,H,H/520     ,18.0,N
M4/012,Lab. de docència (Biologia),21,M,M4/012    ,33.0,N
M2/007,Lab. de docència (Immunologia),21,M,M2/007    ,46.0,N
V0/159,Lab. de recerca Bioquímica,20,V,V0/159    ,11.0,N
Q5/2005,Lab. docent Microelect.,21,Q,Q5/2005   ,23.0,S
B13/005,Laboratori,20,B13,B13/005   ,8.0,N
B5L/025,Laboratori,20,B,B5L/025   ,12.0,N
C2/057-2,Laboratori,20,C,C2/057-2  ,3.0,N
C3/209-1,Laboratori,20,C,C3/209-1  ,19.0,N
C3/231-1,Laboratori,20,C,C3/231-1  ,17.0,N
C5B/-106B,Laboratori,20,C,C5B/-106B ,30.0,N
C7/019A,Laboratori,20,C,C7/019A   ,12.0,N
C7/019B,Laboratori,20,C,C7/019B   ,13.0,N
C7/225,Laboratori,20,C,C7/225    ,1.0,S
C7/328,Laboratori,20,C,C7/328    ,17.0,N
C7/353,Laboratori,20,C,C7/353    ,53.0,N
C7B/-132,Laboratori,20,C,C7B/-132  ,34.0,N
EST/-119,Laboratori,20,EST,EST/-119  ,10.0,N
HSP/-115,Laboratori,20,HSP,HSP/-115  ,12.0,N
Q6/2008,Laboratori,20,Q,Q6/2008   ,76.0,N
QC/3047,Laboratori,20,Q,QC/3047   ,36.0,N
H/413,"Laboratori ""In situ""",20,H,H/413     ,5.0,N
GTP/129,Laboratori 1,21,GTP,GTP/129   ,21.0,N
GTP/128,Laboratori 2,21,GTP,GTP/128   ,63.0,N
QC/2090,Laboratori 2,20,Q,QC/2090   ,89.0,N
GTP/127,Laboratori 3,21,GTP,GTP/127   ,30.0,N
B5B/-113,Laboratori 37,21,B,B5B/-113  ,57.0,N
B5/120,Laboratori Biofeetback,20,B,B5/120    ,22.0,N
N/1024,Despatx secretàries,10,N,N/1024    ,51.0,N
I0/333,Despatx vicedegans,10,I,I0/333    ,22.0,N
G5/016,Despatx vicedegans/Es,10,G,G5/016    ,21.0,N
K/0028,Despatx vicedegà,10,K,K/0028    ,15.0,N
B3/162,Despatx visitant Code,10,B,B3/162    ,16.0,N
B9/0066,Despatx-Direccio,10,B,B9/0066   ,10.0,N
M3/321,Despatx-Sala de Treball,10,M,M3/321    ,38.0,N
B9/1072,Despatx-impressores,10,B,B9/1072   ,7.0,N
S/008,Dipòsit,1,S,S/008     ,4.0,N
M6/0062,Dipòsit de cadàvers (B),30,M,M6/0062   ,56.0,N
A/1072.6,Direccií Amics UAB,12,A,A/1072.6  ,21.0,N
B0/026,Direcció,16,B,B0/026    ,17.0,N
HSP/ICE-SP,Direcció ICE,11,HSP,0         ,5467.0,S
A/1072.4,Direcció SEPMA,10,A,A/1072.4  ,20.0,N
M3/007,Distribuïdor,43,M,M3/007    ,16.0,N
GTP/010,Distribuïdor 2,43,GTP,GTP/010   ,35.0,N
B11/113,Dutxa,23,B,B11/113   ,3.0,N
M3/023,Dutxes,23,M,M3/023    ,4.0,N
GL/202,Entrada seminaris,27,G,GL/202    ,6.0,N
B0/004,Entrada vestíbul,43,B,B0/004    ,32.0,N
X/MATGAS,Equipament pendent cessió,11,X,X/MATGAS  ,1.0,N
H/201,Escala,27,H,H/201     ,22.0,N
GTP/011,Escala d'emergència,27,GTP,GTP/011   ,26.0,N
K/1027,Escala i pas,27,K,K/1027    ,34.0,N
N/0033,Escales,27,N,N/0033    ,13.0,N
I0/ES31,Escales accés ascensors senar,27,I,I0/ES31   ,11.0,N
I1/ES01,Escales anteriors aula magna,27,I,I1/ES01   ,33.0,N
B7/0E2,Escales connexió B7 A B5,27,B,B7/0E2    ,162.0,N
M0/OE1,Escales d'accés a M0-P,27,M,M0/OE1    ,37.0,N
I2/ES02,Escales davant estudis,27,I,I2/ES02   ,33.0,N
B11/204.3,Escales emergència,27,B,B11/204.3 ,31.0,N
B9/221,Escales emergència  .,27,B,B9/221    ,20.0,N
L/240,Escles,27,L,L/240     ,17.0,N
X/WINFERME,Escola d'Infermeria,11,X,X/WINFERME,1.0,N
C5/434,Espai Montseny,38,C,C5/434    ,21.0,N
I/0027,Espai comunicacións,36,I,I/0027    ,5.0,N
I0/102B,Espai de connexió a la xarxa,16,I,I0/102B   ,3.0,N
N/0015,Espai exterior,14,N,N/0015    ,1.0,N
B0/-106C,Espais administratius SID,16,B,B0/-106C  ,19.0,N
Q/0I1,Espais interiors ETSE,27,Q,Q/0I1     ,1.0,N
I2/020,Estudi de ràdio 3,22,I,I2/020    ,84.0,N
N/-1005,Esvales,23,N,N/-1005   ,17.0,N
EST/-118,F5 Cria-Mant. Animals Rosegado,15,EST,EST/-118  ,10.0,N
U/3011,Formació continuada,16,U,U/3011    ,20.0,S
N/3003,Fotocòpies,12,N,N/3003    ,11.0,N
N/4024,Fotocòpies,12,N,N/4024    ,18.0,N
I2/116,Fotografia despatx del cap,16,I,I2/116    ,16.0,N
C2/116,GATA,20,C,C2/116    ,121.0,N
C0/035,Gestió Acadèmica Biociències,16,C,C0/035    ,100.0,N
QC/0013,Gestió Econòmica,16,Q,QC/0013   ,33.0,N
C/GIRONA,Girona - Fac. Ciències,20,C,C/GIRONA  ,1.0,S
D/-111,Grup Electrogen,36,D,D/-111    ,22.0,N
B9/1040,Grup d'estudis de geografia i,20,B,B9/1040   ,19.0,N
B7/1106,Grup de recerca Història Parla,10,B,B7/1106   ,19.0,N
VG/020,Gàbies gossos,15,V,VG/020    ,4.0,N
EST/-122,H3 Cria-Mant. Animals Rosegado,15,EST,EST/-122  ,9.0,N
B11/045,Hab. del montacàrregues,36,B,B11/045   ,1.0,N
C2/-110,Hall i passadís,27,C,C2/-110   ,99.0,N
X/WHG-BIOQ,Hosp.Gen.Pl.Baixa Bioquímica,11,X,X/WHG-BIOQ,1.0,N
X/HDM,Hospital del Mar,11,X,0         ,1.0,N
X/ICN-C,ICN Ciències (proj.235109),11,X,X/ICN-C   ,1.0,N
C3/341,Laboratori de docència,21,C,C3/341    ,64.0,N
C3/440,Laboratori de docència,21,C,C3/440    ,80.0,N
C5/-118,Laboratori de docència,21,C,C5/-118   ,86.0,N
C5/313,Laboratori de docència,21,C,C5/313    ,128.0,N
C5/411,Laboratori de docència,21,C,C5/411    ,128.0,N
C7/228,Laboratori de docència,21,C,C7/228    ,170.0,N
C7/434,Laboratori de docència,21,C,C7/434    ,166.0,N
C2/328,Laboratori de docència (Paleo),21,C,C2/328    ,86.0,N
C1/119-1,Laboratori de receca,20,C,C1/119-1  ,16.0,N
C2/-117,Laboratori de receca,20,C,C2/-117   ,27.0,S
C2/143,Laboratori de receca,20,C,C2/143    ,24.0,S
C2/336,Laboratori de receca,20,C,C2/336    ,7.0,N
C2/338,Laboratori de receca,20,C,C2/338    ,9.0,N
C2/349,Laboratori de receca,20,C,C2/349    ,65.0,N
C3/038,Laboratori de receca,20,C,C3/038    ,18.0,S
C3/432,Laboratori de receca,20,C,C3/432    ,12.0,N
C3/436,Laboratori de receca,20,C,C3/436    ,17.0,N
C3/438,Laboratori de receca,20,C,C3/438    ,14.0,N
C7/209,Laboratori de receca,20,C,C7/209    ,8.0,N
C7/215,Laboratori de receca,20,C,C7/215    ,9.0,N
C3/223,Laboratori de recerca,20,C,C3/223    ,23.0,N
C3/235,Laboratori de recerca,20,C,C3/235    ,17.0,N
M2/108,Laboratori de recerca,20,M,M2/108    ,55.0,N
M2/130,Laboratori de recerca,20,M,M2/130    ,30.0,N
M5/116A,Laboratori de recerca,20,M,M5/116A   ,4.0,N
M5/118,Laboratori de recerca,20,M,M5/118    ,15.0,N
M5/122,Laboratori de recerca,20,M,M5/122    ,4.0,N
MRA/-106,Laboratori de recerca,20,MRA,MRA/-106  ,69.0,N
QC/0107,Laboratori de recerca,20,Q,QC/0107   ,35.0,N
QP/0006,Laboratori de recerca,20,Q,QP/0006   ,67.0,N
QP/0009.2,Laboratori de recerca,20,Q,QP/0009.2 ,22.0,N
QP/0009.6,Laboratori de recerca,20,Q,QP/0009.6 ,17.0,N
C2/057,Laboratori de recerca (RIA),20,C,C2/057    ,46.0,N
V0/213,Laboratori de reproducció,21,V,V0/213    ,50.0,N
C3/424,Laboratori docent,21,C,C3/424    ,116.0,N
Q5/1010,Laboratori docent Automàtica,21,Q,Q5/1010   ,50.0,N
Q5/1005,Laboratori docent Ee,21,Q,Q5/1005   ,75.0,N
Q5/2006,Laboratori docent Me,21,Q,Q5/2006   ,76.0,N
M2/130.1,Laboratori foto,20,M,M2/130.1  ,4.0,N
C2/-137,Laboratori integrat núm. 2,21,C,C2/-137   ,61.0,N
C2/182,Laboratori microscopia,20,C,C2/182    ,19.0,N
B2/135,Lavabo,23,B,B2/135    ,11.0,N
B3BIS/089,Lavabo,23,B,B3BIS/089 ,14.0,S
B2/-129,Lavabo d'homes,23,B,B2/-129   ,24.0,N
B9/006,Lavabo d'homes,23,B,B9/006    ,16.0,N
C2/340,Lavabo d'homes,23,C,C2/340    ,12.0,N
C3/148,Lavabo d'homes,23,C,C3/148    ,12.0,N
C3/305,Lavabo d'homes,23,C,C3/305    ,12.0,N
C5/007,Lavabo d'homes,23,C,C5/007    ,13.0,N
C5/1058,Lavabo d'homes,23,C,C5/1058   ,13.0,N
C7/234,Lavabo d'homes,23,C,C7/234    ,12.0,N
C7/446,Lavabo d'homes,23,C,C7/446    ,12.0,N
GTP/026,Lavabo d'homes,23,GTP,GTP/026   ,10.0,N
GTP/221,Lavabo d'homes,23,GTP,GTP/221   ,11.0,N
H/008,Lavabo d'homes,23,H,H/008     ,10.0,N
M3/324A,Lavabo d'homes,23,M,M3/324A   ,12.0,N
SAF2/016,Lavabo d'homes,23,SF2,SAF2/016  ,2.0,N
U/008,Lavabo d'homes,23,U,U/008     ,10.0,N
W/021,Lavabo d'homes,23,W,W/021     ,21.0,N
B2/027,Lavabo de dones,23,B,B2/027    ,13.0,N
IBB/006,Lavabo de dones,23,IBB,IBB/006   ,7.0,N
M4/007,Lavabo de dones,23,M,M4/007    ,13.0,N
M5/144,Lavabo de dones,23,M,M5/144    ,23.0,N
U/307,Lavabo de dones,23,U,U/307     ,4.0,N
W/016,Lavabo de dones,23,W,W/016     ,18.0,N
K/1068,Lavabo de minusvàlids,23,K,K/1068    ,3.0,S
SAF1/108,Lavabo de minusvàlids,23,SF1,SAF1/108  ,4.0,N
B5B/-155,Lavabo dones,23,B,B5B/-155  ,13.0,N
B9/108,Lavabo dones,23,B,B9/108    ,10.0,N
C1/005,Lavabo dones,23,C,C1/005    ,15.0,N
C2/403,Lavabo dones,23,C,C2/403    ,11.0,N
C3/010,Lavabo dones,23,C,C3/010    ,12.0,N
C5/010,Lavabo dones,23,C,C5/010    ,15.0,N
C5/1056,Lavabo dones,23,C,C5/1056   ,9.0,N
G5/101,Lavabo dones,23,G,G5/101    ,18.0,N
M6/014,Lavabo dones,23,M,M6/014    ,14.0,N
SAF2/011,Lavabo dones,23,SF2,SAF2/011  ,2.0,N
B3/029,Lavabo homes,23,B,B3/029    ,16.0,N
C3/308,Lavabo homes,23,C,C3/308    ,13.0,N
N/3010,Lavabo homes,23,N,N/3010    ,8.0,N
SAF3/046,Lavabo homes/Dones,23,SF3,SAF3/046  ,1.0,N
B7/021.1,Lavabo minusvàlids,23,B,B7/021.1  ,4.0,N
SAF1/0381,Lavabo vestuari núm. 2,23,SF1,SAF1/0381 ,7.0,N
SAF1/0481,Lavabo vestuari núm. 5,23,SF1,SAF1/0481 ,1.0,N
SAF2/-1031,Lavabo/dutxa socorristes,23,SF2,SAF2/-1031,6.0,N
B2/194,Lavabos,23,B,B2/194    ,16.0,N
B3/022,Lavabos,23,B,B3/022    ,12.0,N
K/2019,Lavabos,23,K,K/2019    ,10.0,N
MRA/024,Lavabos,12,MRA,MRA/024   ,11.0,N
N/2009,Lavabos,23,N,N/2009    ,8.0,N
QS/0018,Lavabos Dona,23,Q,QS/0018   ,6.0,N
MRA/217,Lavabos Inst.d'Estudis Metrops,12,MRA,MRA/217   ,15.0,N
B1/108,Lavabos d'homes,23,B,B1/108    ,12.0,N
B3/121,Lavabos d'homes,23,B,B3/121    ,16.0,N
B7/048,Lavabos d'homes,23,B,B7/048    ,16.0,N
C2/207,Lavabos d'homes,23,C,C2/207    ,13.0,N
D/211.1,Lavabos d'homes,23,D,D/211.1   ,7.0,N
G6/013,Lavabos d'homes,23,G,G6/013    ,19.0,N
QC/1125,Lavabos d'homes,23,Q,QC/1125   ,15.0,N
QS/1034,Lavabos d'homes,23,Q,QS/1034   ,9.0,N
B7/144,Lavabos d'homes Filosof/C.Anti,23,B,B7/144    ,13.0,N
SAF2/004,Lavabos d'homes i de dones,23,SF2,SAF2/004  ,2.0,N
B1/032,Lavabos de dones,23,B,B1/032    ,12.0,N
V0/193,Laboratori Bioquimica,20,V,V0/193    ,20.0,N
B5/134,Laboratori Conducta Animal,20,B,B5/134    ,22.0,N
H/316,Laboratori Cultiu Cel·lular P2,20,H,H/316     ,16.0,N
C5/325,Laboratori Docentr,21,C,C5/325    ,92.0,N
C2/-171,Laboratori EUAP,20,C,C2/-171   ,25.0,N
V0/207,Laboratori Genètica,21,V,V0/207    ,57.0,N
C2/014,Laboratori Microscòpia,20,C,C2/014    ,29.0,N
B5/152,Laboratori Percepció,21,B,B5/152    ,38.0,N
V0/352,Laboratori Prod. Animal,20,V,V0/352    ,35.0,N
V0/347INT,Laboratori Reproducció,21,V,V0/347INT ,14.0,N
O/017,Laboratori STI,20,O,O/017     ,32.0,N
V0/047,Laboratori U. Anatomia,20,V,V0/047    ,13.0,N
V0/175,Laboratori U. Bioquímica,20,V,V0/175    ,41.0,N
V0/355,Laboratori U. Cirurgia,21,V,V0/355    ,34.0,N
V0/103,Laboratori U. Farmacologia,20,V,V0/103    ,56.0,N
V0/258,Laboratori U. Higiene,20,V,V0/258    ,36.0,N
V0/260,Laboratori U. Higiene,21,V,V0/260    ,117.0,N
V0/287,Laboratori U. Pat. Infecciosa,20,V,V0/287    ,36.0,N
V0/305INT,Laboratori U.Nutricio,20,V,V0/305INT ,22.0,N
IBB/-102,Laboratori d'Immunologia,21,IBB,IBB/-102  ,52.0,N
M3/014,Laboratori d'arqueozologia,20,M,M3/014    ,24.0,N
M4/006,Laboratori d'habilitats pràct.,21,M,M4/006    ,126.0,N
C3/131,Laboratori d'investigació,20,C,C3/131    ,32.0,N
C3/206,Laboratori d'investigació,20,C,C3/206    ,72.0,N
C3/215,Laboratori d'investigació,20,C,C3/215    ,44.0,N
C3/241,Laboratori d'investigació,20,C,C3/241    ,70.0,N
C3/419,Laboratori d'investigació,20,C,C3/419    ,52.0,N
Z2/232311,Laboratori d'investigació,20,C,Z2/232311 ,8.0,S
Z2/3419,Laboratori d'investigació,20,C,Z2/3419   ,42.0,S
M4/104B,Laboratori de Cultius,20,M,M4/104B   ,17.0,N
IBB/-104.1,Laboratori de Microb.Aplicada,20,IBB,IBB/-104.1,32.0,S
C2/074,Laboratori de Petrologia,20,C,C2/074    ,53.0,N
C/PERE,Laboratori de docència,21,C,C/PERE    ,1.0,S
C2/071,Laboratori de docència,21,C,C2/071    ,18.0,S
C2/437,Laboratori de docència,21,C,C2/437    ,62.0,N
C3/-116,Laboratori de docència,21,C,C3/-116   ,70.0,N
C3/-126,Laboratori de docència,21,C,C3/-126   ,16.0,N
VG/015,Magatzem,24,V,VG/015    ,11.0,N
VN/011,Magatzem,24,V,VN/011    ,14.0,N
M4/121A,Magatzem (Laboratori M4/121),24,M,M4/121A   ,5.0,N
VG1/002,Magatzem 1 de pinsos,24,V,VG1/002   ,39.0,N
SAF1/046,Magatzem 3 material,24,SF1,SAF1/046  ,12.0,N
N/-1025,Magatzem Documentació,24,N,N/-1025   ,52.0,N
A/-134.2,Magatzem Gabinet Rectorat,24,A,A/-134.2  ,24.0,N
QC/2089,Magatzem Microelectrònica,24,Q,QC/2089   ,13.0,N
B2/-131.1,Magatzem Neteja,24,B,B2/-131.1 ,9.0,N
S/029,Magatzem SLiPI,24,S,S/029     ,25.0,N
B11/139,Magatzem Sala Revistes,24,B,B11/139   ,12.0,N
I2/042A,Magatzem de control,24,I,I2/042A   ,10.0,N
C5/304-1,Magatzem de docència,24,C,C5/304-1  ,11.0,N
SAF1/106,Magatzem de material,24,SF1,SAF1/106  ,3.0,N
SAF2/-116,Magatzem de material piscina,24,SF2,SAF2/-116 ,16.0,N
B11/041,Magatzem de neteja,12,B,B11/041   ,7.0,N
L/013,Magatzem de neteja,12,L,L/013     ,7.0,N
SAF2/003,Magatzem de neteja,24,SF2,SAF2/003  ,3.0,N
SAF2/007,Magatzem de neteja,24,SF2,SAF2/007  ,1.0,N
M6/1261,Magatzem del lab.docent Bioq.,24,M,M6/1261   ,9.0,N
C2/-185,Magatzem i taller,24,C,C2/-185   ,32.0,N
GTP/107,Magatzem laboratori,24,GTP,GTP/107   ,10.0,N
C2/-139-1,Magatzem laboratori integrat,24,C,C2/-139-1 ,8.0,N
M3/019,Magatzem manteniment Facultat,24,M,M3/019    ,53.0,N
C3/EXTERIO,Magatzem sota ala,24,C,C3/EXTERIO,1.0,N
V1/003,Maquina Ascensors,36,V,V1/003    ,3.0,N
C3B/001,Maquinària de l'ascensor,36,C,C3B/001   ,10.0,N
I0/401,Maquinària dels ascensors,36,I,I0/401    ,13.0,N
X/X,Material inventariat,24,M,X/X       ,1.0,S
C7/210,Menjador,26,C,C7/210    ,14.0,N
L/006,Menjador,26,L,L/006     ,41.0,N
M3/336,Menjador,26,M,M3/336    ,23.0,N
HSP/007,Menjador PAS,26,HSP,HSP/007   ,26.0,N
I2/021,Menjador del PAS,26,I,I2/021    ,84.0,N
U/112,Menjador del PAS,26,U,U/112     ,19.0,N
B3BIS/177,Menjador i sala amb ordinadors,26,B,B3BIS/177 ,34.0,N
M6/019,Microscopi electrònic,20,M,M6/019    ,20.0,N
I0/210,Motor de la calefacció,36,I,I0/210    ,3.0,N
R/122,Moviment PAU - CECAL,10,R,R/122     ,22.0,N
A/0071,Neteja,12,A,A/0071    ,17.0,N
C7/101,Neteja,24,C,C7/101    ,3.0,N
HCV/016,Neteja,12,HCV,HCV/016   ,3.0,N
L/3182,Neteja,12,L,L/3182    ,1.0,N
U/302,Neteja,24,U,U/302     ,2.0,N
V0/030,Neteja,23,V,V0/030    ,2.0,N
V0/301A,Neteja,23,V,V0/301A   ,1.0,N
V5/013,Nevera,36,V,V5/013    ,2.0,N
M3/0183,Nevera (Servei de Bar),12,M,M3/0183   ,10.0,N
H/2E,Nucli d'accés,43,H,H/2E      ,37.0,N
A4/311,Of. Planifcació i Organització,16,A,A4/311    ,58.0,N
B0/022,Office,26,B,B0/022    ,8.0,N
VU/308,Oficina Tècnica,11,VU,VU/308    ,110.0,S
K/1000,Pas,27,K,K/1000    ,49.0,N
K/2032,Pas,27,K,K/2032    ,119.0,N
L/0241,Pas d'instal·lacions,36,L,L/0241    ,1.0,N
L/136,Pas d'instal·lacions,36,L,L/136     ,1.0,N
L/230,Pas d'instal·lacions,36,L,L/230     ,1.0,N
L/238,Pas d'instal·lacions,36,L,L/238     ,1.0,N
A/-105,Pas.Arxiu Gral-Ascensor,27,A,A/-105    ,10.0,N
C2/1P2-1,Pass. Geologia porta emergènci,27,C,C2/1P2-1  ,39.0,N
V1/1P1,Pass. escales lavabos Restaur.,27,V,V1/1P1    ,62.0,S
B0/-122,Passadis,27,B,B0/-122   ,81.0,N
B3/-103,Passadis,27,B,B3/-103   ,27.0,N
V0/212F,Passadis,27,V,V0/212F   ,97.0,N
V0/297F,Passadis (zona congeladors9,27,V,V0/297F   ,50.0,N
B3/1P4,Passadis Economia,27,B,B3/1P4    ,309.0,N
B3/0P2,Passadis Economia Aplicada,27,B,B3/0P2    ,249.0,N
QC/1055,Passadissos,27,Q,QC/1055   ,70.0,N
MRA/-109,Passadissos i escales,12,MRA,MRA/-109  ,28.0,N
MRA/001,Passadissos i escales,12,MRA,MRA/001   ,202.0,N
C1/-114,Passadís,27,C,C1/-114   ,63.0,N
C1/-302,Passadís,27,C,C1/-302   ,54.0,N
C3/-136,Passadís,27,C,C3/-136   ,68.0,N
C5/1070,Passadís,27,C,C5/1070   ,40.0,N
C5/161,Passadís,27,C,C5/161    ,48.0,N
C5B/-120,Passadís,27,C,C5B/-120  ,21.0,N
C7B/002,Passadís,27,C,C7B/002   ,265.0,N
EST/-112,Passadís,27,EST,EST/-112  ,102.0,N
H/3P,Passadís,27,H,H/3P      ,1.0,S
HCV/-123,Passadís,27,HCV,HCV/-123  ,30.0,N
HCV/028,Passadís,27,HCV,HCV/028   ,2.0,N
IBB/-113,Passadís,27,IBB,IBB/-113  ,101.0,S
M1/023,Passadís,27,M,M1/023    ,194.0,N
N/-1003,Passadís,27,N,N/-1003   ,43.0,N
N/-2010,Passadís,27,N,N/-2010   ,76.0,N
N/1010,Passadís,27,N,N/1010    ,32.0,N
QC/0093,Passadís,27,Q,QC/0093   ,31.0,N
QC/1129,Passadís,27,Q,QC/1129   ,70.0,N
R/103.1,Passadís,27,R,R/103.1   ,150.0,N
EST/014,Passadís (Est/014 A Est/015),27,EST,EST/014   ,12.0,N
M3/0P1,Passadís (M3/003-M3/023),27,M,M3/0P1    ,64.0,N
B7/1P1,Passadís Aules 218-219,27,B,B7/1P1    ,153.0,N
EST/004,Passadís B,27,EST,EST/004   ,10.0,N
V7/0P3,Passadís Box Llatzaret,27,V,V7/009    ,21.0,N
B7B/1P1,Passadís Departament d'Art,27,B,B7B/1P1   ,318.0,N
S/2P,Passadís EUEE,27,S,S/2P      ,99.0,N
B11/1P2,Passadís Fil.Anglesa/Francesa,27,B,B11/1P2   ,190.0,N
A/-1P8,Passadís ICE,27,A,A/-1P8    ,41.0,N
B7/1P2,Passadís Lavabos Humanitats,27,B,B7/1P2    ,59.0,N
B5/1P2,Passadís Lavabos Ps.Bàsica.,27,B,B5/1P2    ,84.0,N
A/1072,Passadís OEGI-SEPMA,27,A,A/1072    ,36.0,N
B5/125,Passadís Psicologia Bàsica,27,B,B5/125    ,97.0,S
C5/320,Passadís Sala Blanca,30,C,C5/320    ,80.0,N
S/1AP,Passadís a Informàtica,27,S,S/1AP     ,298.0,N
B7B/155,Lavabos de dones,23,B,B7B/155   ,8.0,N
C5/109,Lavabos de dones,23,C,C5/109    ,10.0,N
D/010.2,Lavabos de dones,23,D,D/010.2   ,6.0,N
GL/404,Lavabos de dones,23,G,GL/404    ,8.0,N
J/119,Lavabos de dones,23,J,J/119     ,12.0,N
QS/0036,Lavabos de dones,23,Q,QS/0036   ,10.0,N
QS/1028,Lavabos de dones,23,Q,QS/1028   ,10.0,N
QC/1062,Lavabos de dones (2 portes int,23,Q,QC/1062   ,11.0,N
B11/286,Lavabos de dones (Fil.Cat/Esp.,23,B,B11/286   ,8.0,N
B9/107,Lavabos de dones Antrop/Prehis,23,B,B9/107    ,12.0,N
I0/138,Lavabos de dones alumnes,23,I,I0/138    ,16.0,N
I2/013,Lavabos de dones alumnes,23,I,I2/013    ,29.0,N
I0/102,Lavabos de dones professors,23,I,I0/102    ,9.0,N
I0/202,Lavabos de dones professors,23,I,I0/202    ,9.0,N
D/033,Lavabos del vestíbul,23,D,D/033     ,2.0,N
M2/102,Lavabos homes,23,M,M2/102    ,15.0,N
Z1/-103,Local UGT,10,C,Z1/-103   ,15.0,N
R/134,Local d'assaig B,38,R,R/134     ,33.0,S
VG1/102,Local pas granja magatzem,26,V,VG1/102   ,15.0,N
B9/1106,MENJADOR,26,B,B9/1106   ,37.0,N
B5B/001,Magatzem,24,B,B5B/001   ,15.0,N
C1/-109,Magatzem,24,C,C1/-109   ,13.0,N
